,GSM1437802,GSM1437804,GSM1437806,GSM1437808,GSM1437812,GSM1437814,GSM1437816,GSM1437818,GSM1437820,GSM1437822,GSM1437824,GSM1437826,GSM1437828,GSM1437830,GSM1437833,GSM1437835,GSM1437837,GSM1437839,GSM1437841,GSM1437843,GSM1437847,GSM1437849,GSM1437851,GSM1437853,GSM1437855,GSM1437859,GSM1437863,GSM1437865,GSM1437867,GSM1437869,GSM1437871,GSM1437873,GSM1437875,GSM1437877,GSM1437882,GSM1437884,GSM1437890,GSM1437892,GSM1437896,GSM1437900,GSM1437902,GSM1437904,GSM1437906,GSM1437912,GSM1437914,GSM1437916,GSM1437918,GSM1437920,GSM1437923,GSM1437925,GSM1437929,GSM1437931,GSM1437933,GSM1437939,GSM1437941,GSM1437948,GSM1437950,GSM1437954,GSM1437956,GSM1437958,GSM1437962,GSM1437964,GSM1437966,GSM1437970,GSM1437972,GSM1437974,GSM1437976,GSM1437982,GSM1437984,GSM1437988,GSM1437990,GSM1437994,GSM1437996,GSM1437998,GSM1438000,GSM1438002,GSM1438004,GSM1438006,GSM1438008,GSM1438010,GSM1438012,GSM1438016,GSM1438018,GSM1438020,GSM1438024,GSM1438030,GSM1438034,GSM1438036,GSM1438038,GSM1438040,GSM1438044,GSM1438064,GSM1438066,GSM1438068,GSM1438070,GSM1438076,GSM1438080,GSM1438084,GSM1438086,GSM1438088,GSM1438090,GSM1438092,GSM1438094,GSM1438098,GSM1438100,GSM1438102,GSM1438104,GSM1438106,GSM1438110,GSM1438112,GSM1438114,GSM1438116,GSM1438118,Sample_5,Sample_10,Sample_11,Sample_14,Sample_20,Sample_25,Sample_26,Sample_29,Tarca_834_P9B09,Tarca_827_P9C08,Tarca_849_P8A11,Tarca_145_P2A07,Tarca_153_P2A08,Tarca_672_P7H12,Tarca_648_P7H09_2,Tarca_617_P7A06,Tarca_622_P7F06,Tarca_618_P7B06,Tarca_667_P7C12,Tarca_334_P4F06,Tarca_381_P4E12,Tarca_754_P8B11,Tarca_745_P08A10,Tarca_612_P7D05,Tarca_584_P7H01_2,Tarca_640_P7H08,Tarca_820_P9D07,Tarca_782_P9F02,Tarca_752_P8H10,Tarca_241_P3A07,Tarca_236_P3D06,Tarca_233_P3A06,Tarca_588_P7D02,Tarca_611_P7C05,Tarca_591_P7G02,Tarca_258_P3B09,Tarca_255_P3G08,Tarca_252_P3D08,Tarca_542_P6F08,Tarca_566_P6F11,Tarca_557_P6E10
6347_at,5.108859921,5.672506247,3.586135237,4.339173466,4.019345712,4.31210688,4.218039418,5.047426793,4.32438168,4.317595614,5.028776511,5.17657279,4.569753458,5.622076053,5.360245898,4.423022731,4.227365445,5.168654436,4.334722369,4.689144445,4.62822674,5.011342017,3.797993917,4.247421409,4.54759018,4.569108938,4.552191683,4.540005814,4.313708874,4.605313931,5.414597572,4.723817339,4.473102773,4.098034543,4.969569461,3.980072852,4.390067701,4.726849671,3.620008252,4.405111558,3.733603131,5.002619025,3.221916716,4.191104964,4.488246844,5.06436486,3.853830986,4.28729483,4.142386445,4.914597157,4.90744385,4.109397398,4.261070281,4.909163966,4.445776134,3.805286673,3.704344733,4.436716786,4.04828949,4.929203378,4.638030046,4.923917556,4.332522635,4.589569992,4.24147685,5.139792023,4.207967435,4.353866787,4.032349446,4.35352993,5.760797358,4.170822055,6.982166484,3.614733223,6.164918986,5.026011398,4.726639026,4.499747452,6.206942901,4.306492639,3.834405538,5.488023942,4.445909178,4.140686143,3.763966087,5.64490327,3.517193589,4.338072996,5.147968148,4.494247283,4.993096116,5.820780222,4.514044756,4.697034787,4.243690368,4.631374906,4.72160936,4.266206566,4.747071748,4.655303428,4.9419436,4.286382002,5.150166049,4.187984073,5.661738355,4.60960515,4.20899626,5.523028326,4.919023005,4.820620193,4.518354222,4.197023374,5.13874532,4.687644262,4.47233991,4.639281142,4.062974937,4.702072542,4.666912107,4.548840083,4.677812745,4.500991409,4.61436467,4.569187875,4.579035545,4.703105968,4.921946778,4.606717312,4.511695107,4.353637254,4.606725071,4.452304871,5.332891785,4.999961243,4.505787334,4.539427324,4.459436702,4.629329079,4.356810751,4.633313277,4.575349909,4.647220078,4.712023198,4.770589501,4.972398995,4.928219319,5.037064695,5.003261729,5.095892006,4.8472252,4.571410973,4.377199589,4.407563952,4.522051227
820_at,4.909382316,5.700681288,5.778977334,6.021174753,5.897156815,6.553407834,5.842808804,6.252747438,5.38419789,5.177745178,5.631217657,5.417715028,5.559767625,4.824195023,4.902751655,5.392884754,5.62069626,6.391058466,5.486089815,5.259434949,5.240712712,6.052807431,5.98758204,5.208794917,5.318314557,5.86575629,4.870133817,5.792280713,6.432041144,5.471627152,5.933952674,6.319637996,5.405105337,5.497746143,4.483355625,5.576889301,5.75434801,6.365791118,6.444803207,5.012127474,5.513007956,5.825323138,5.356835611,4.562258639,5.413870543,5.305300704,5.82066173,6.009619419,5.129953971,6.260365378,4.870023556,4.778440216,5.100668178,5.581289832,5.367987147,5.297959257,5.847890961,5.551329511,5.659174074,5.285223055,5.176627738,5.443300782,6.069913278,7.183283244,5.686814246,5.229056981,4.663253486,5.723280125,4.999546917,5.513489393,5.966538576,6.174292969,5.027095684,5.590144946,5.121771277,6.347253198,5.224723859,6.922864892,5.138296862,5.187781078,5.298827941,5.941959896,6.332355044,5.142315189,5.183212149,8.013733375,7.95328133,5.282741853,4.856231113,5.193643495,5.3240122,5.826519689,6.409883774,4.770451005,5.130503471,5.219387774,5.180513293,5.09310929,5.817212327,6.351154691,5.496442303,5.664869201,5.268957371,7.502962221,5.962930905,6.539883136,5.915784499,5.056515038,5.291510946,4.77851342,5.379679689,6.087464592,4.80639354,6.033383323,6.037692133,5.915368043,5.787121633,5.06909971,5.512984763,4.950703873,4.818123901,5.600952983,5.586747335,5.67009584,5.417530342,5.119768573,5.035968899,4.814714555,5.688693109,6.458532152,6.48078029,6.164410978,4.790475183,4.970580248,6.376381272,6.850283036,5.088594358,5.196542483,4.937090177,5.430252829,6.030686801,6.251428769,5.054282235,4.927095105,4.99126642,5.640967037,5.141526685,5.684279432,5.354993129,6.439459582,7.078176667,5.848517711,5.933067667,6.795696698
28520_at,7.154748115,7.249312367,6.828394944,6.910330862,6.496407627,7.09178025,7.204615867,7.044088836,6.924735085,6.423893823,7.124569437,6.756777782,7.284147597,7.391538048,7.051366166,6.877502747,7.010838366,6.66969494,6.781794949,6.971583597,6.7707139,7.001677373,6.727804907,7.315339069,7.048378154,7.296645149,6.415107172,6.939048269,6.942869578,7.077607957,6.414740681,6.572701216,6.935367949,7.428537063,6.943712774,6.971083052,6.939734321,7.51697027,7.105689981,7.175076736,7.919062649,7.656010387,6.863469233,6.853339078,7.05070177,6.67651752,7.025440841,7.37075187,7.246635687,6.928602034,7.109825811,7.015229206,7.205053225,7.083354459,6.936258067,6.510964806,6.643152485,7.097458801,6.984676602,6.474716915,7.039790727,7.159389225,7.721036345,7.397027458,7.026095835,7.181559947,7.184809943,6.895249118,7.061674016,6.272991393,7.786580788,6.849594177,7.598084801,7.412624552,7.201064555,7.305279631,7.041620502,7.273120532,7.330667075,7.603684478,7.037846129,7.18296399,6.845609832,7.179632334,7.521522697,7.05628152,6.639453347,7.221978907,7.285626545,7.273120532,7.190330964,7.571176474,6.609207939,7.115753951,6.89354033,7.095109306,6.959093711,6.370000119,7.225590732,7.029219951,7.273530326,6.674017629,6.745497409,6.998670925,7.433817783,6.838915131,6.687555317,7.079509084,6.935500802,7.058119544,6.874839629,7.585146185,7.144562707,6.747427957,7.620435143,7.032097907,5.775618302,7.763861699,5.592074773,6.252275543,7.214284651,7.414610815,6.702351376,8.206822008,5.81846687,7.751355741,6.661178906,7.677587864,6.982151639,6.689364563,7.266462173,6.7757382,7.549645444,6.477178661,7.85871473,7.887509123,7.454509366,6.951961634,7.386162114,7.459941652,7.378768348,7.618108189,7.620071019,7.739334433,7.467247163,6.636288278,6.556454193,6.370100853,6.187308985,6.834386164,6.326230918,6.996681174,7.912573623,7.595227717
28935_at,8.625627039,8.326925977,8.183302185,8.185221192,7.928946176,8.570933513,7.687591169,8.87982456,8.864242055,8.5196048,8.535737783,8.86230119,8.613327248,8.555529538,8.657483656,8.646882976,8.851628163,9.62693489,8.881780529,9.0528388,8.298213364,8.644580761,9.354832383,8.390679727,8.460093193,9.131396213,8.981978155,9.338733381,8.708635923,8.962763454,7.964497328,8.426591695,8.631943235,7.039822187,8.091776647,8.158270213,8.193041232,8.058856156,8.57136117,8.475082168,8.97359806,9.045044177,8.500608413,8.653975365,8.502046636,8.156655189,8.982668372,8.108789288,8.626990199,10.17822841,8.363517019,8.812474931,8.537120245,8.158132661,8.542590211,9.721529516,8.573561558,8.158511234,8.002698067,8.556562051,8.244474559,8.117236725,8.187518017,8.747094763,8.51938669,7.472201157,7.965808383,8.400924036,8.749480906,8.955056875,9.551113672,8.335057361,7.90281133,8.976984989,8.702435882,8.025025957,7.932350013,8.089935194,8.881933865,9.297251342,9.67155224,10.54455497,8.515053544,11.1059867,8.44033882,8.857281326,8.834021558,8.505950083,8.991715281,9.16373589,8.745164786,8.747351893,8.657905025,8.453048986,8.323024639,8.410417848,7.892353637,8.980329305,8.284088088,9.223510757,9.344489192,8.836719339,7.943470417,8.473834804,8.351265975,8.286120625,8.932529108,8.348637946,9.016531451,8.999721719,8.325428141,8.7321327,8.379414786,9.070060909,9.012327487,8.284835027,9.611184045,7.768463607,8.188400282,8.505119531,9.462699372,9.834722088,9.297951894,8.866812409,7.721554323,8.483687096,9.046931869,9.29352455,9.608626536,8.377657216,7.556386549,9.318395766,7.885238278,8.679559042,6.658076955,6.634698447,8.549844167,9.558717123,8.203863568,9.401644812,8.955755883,8.399530949,8.267027193,8.501546453,8.718338918,8.339424058,7.503412947,7.829132872,8.799821944,8.445482727,8.799948585,9.366171294,8.296323457,8.492940743
9732_at,6.588584453,6.567017605,6.95824368,6.500504838,6.84155489,6.67350422,6.954719918,6.680340224,6.654775753,7.1569294,6.857037052,7.036029918,6.421341107,6.832194562,6.736406069,6.950646938,6.505532628,7.137749014,6.630713602,6.994093383,6.492074708,6.388601837,7.090742661,6.796290229,6.591132157,7.228224776,6.985554522,6.502820975,6.812850971,7.138939749,6.974968453,7.005902314,6.796891008,7.327495467,6.939646492,7.083707414,6.936914195,6.963067377,6.736650803,6.57656718,6.504247626,6.640634685,5.655027846,6.766218148,6.800507571,6.212089852,6.573277542,7.083749853,6.950256297,7.051760987,7.071885397,6.817790527,7.090742661,7.185140301,6.584617011,7.62062158,6.949241067,6.515563924,7.144778064,7.380622281,7.204444021,6.678873664,7.053391053,6.575608331,6.487285944,6.721956151,7.094666562,7.284452728,6.574416636,6.953514994,7.303611517,7.113641026,7.573420893,6.989165424,7.361748421,7.182056331,6.81975349,7.028298301,7.412115427,6.456411837,6.727163476,7.002369692,6.748398,6.461036623,6.895380826,7.33761625,7.0311265,7.23967351,7.109651036,6.695374981,6.952075095,7.026663022,6.522178713,7.404173447,7.057976347,6.568305105,6.799397793,6.717870167,6.600142349,7.583479786,6.789426233,7.025823548,6.870675256,6.581669612,6.542437477,6.566259266,6.813638286,6.268311564,6.778340506,6.689981137,6.691500301,6.860445996,7.034024446,5.337555481,6.830595589,6.713917979,6.006379201,6.253476085,7.448799028,7.159682887,7.000597775,7.117225917,7.566450816,7.434138693,6.636743382,6.929670018,7.404041735,6.65409929,6.775387282,6.197245539,5.468408537,6.125425311,7.392711094,7.443329863,6.508079189,6.575457538,6.088028444,6.274750656,6.321963807,5.910318039,5.998074925,6.456646046,6.406908529,6.353898008,6.007621037,6.745501296,7.006324468,6.947840761,6.833983299,6.494289123,7.135685151,6.561998158,6.914486388,6.522874482
105376505_at,4.550427241,6.402477316,6.229439488,6.010336713,6.773706618,4.909187346,5.872366831,6.734571698,6.289223634,4.978231016,6.415163621,6.175496129,6.81807099,6.419407644,6.088074157,5.487943266,5.90358711,6.500930361,6.113801658,6.447815752,5.836012816,6.273528537,5.522097585,6.273511276,5.918098124,6.004516661,6.495923031,6.88137537,6.170124404,4.362810526,5.450637186,6.594095865,6.381703486,4.198546954,6.473802761,6.202110684,5.886026148,6.078475606,4.800025132,5.281768315,5.954761512,6.679319147,6.487085983,5.560943498,6.262072353,6.160908265,5.95834624,7.054189914,5.531678935,6.236322446,5.80835346,5.967880131,5.726312825,6.142363821,6.13123106,6.737729012,7.203539499,6.185050709,5.583124035,6.900733045,6.978752321,6.81486905,5.79301212,5.884912813,6.162565227,6.255242226,6.649422329,6.034289687,6.318691929,6.126262391,6.451722733,5.853879838,6.776603858,5.952472471,7.411278754,6.507042343,5.981657164,5.348143766,6.564580417,6.391827964,5.996300523,6.740694712,6.182125497,6.870003497,4.917971752,6.195034437,5.627203653,6.424393438,6.459979525,5.802719893,6.818780197,7.152129279,6.041436999,6.54199345,6.472787197,4.706115039,5.941636086,6.481231127,6.401173804,6.926199774,6.825601049,6.320699851,7.155882929,6.129924917,6.339967951,6.17947874,6.323454095,6.162448479,6.336953493,6.519108756,4.766116856,6.633665148,6.429749132,6.048438317,6.090367606,5.971874002,7.714460837,6.081363646,5.650555325,6.17237643,6.652659647,7.835994313,8.078387429,7.355130354,5.841471653,6.008429987,5.394209441,5.997188539,5.920027363,5.535446038,6.070730896,6.364604249,5.637673225,6.372972703,6.357588566,5.737994284,5.884577319,6.310439847,5.766661932,5.38772302,5.420668121,5.951408493,6.102940987,5.813551933,5.884193885,5.615874801,5.959411307,5.847204845,6.364421738,6.085807983,6.287971094,6.781454953,6.596137653,6.558701315
259215_at,5.941735221,6.676982747,7.054278362,5.844890299,7.38958923,7.364548139,6.394381958,6.83322824,5.424673261,7.151679623,6.95234671,6.594001874,5.407773463,6.0678053,6.114892165,6.526065861,6.463075707,7.225005786,6.296856362,7.040491774,6.966032375,6.903548069,7.279809586,6.752477536,5.92585503,7.873692585,6.645132793,6.327170667,7.25185466,6.795451548,6.985958725,6.798090667,7.119391214,6.889537512,6.678837141,7.214131203,7.483975881,5.605025098,6.947197083,6.632577037,7.344345851,6.828417511,6.558944659,6.94719849,6.338950423,6.483159077,6.852636228,6.293688776,6.563544946,6.464221899,7.150605969,6.066587948,7.383443625,7.296535411,6.75418443,7.238199286,7.170887202,6.715291129,7.356316487,6.422626323,6.216978585,6.460876528,6.692375658,6.476629398,6.177357538,6.850534834,7.210270419,7.462492527,5.697661158,6.879823708,6.92006434,7.165699836,7.094725134,6.52642054,7.758152403,6.070311761,7.239881389,7.1876074,7.73686335,7.246615974,6.256731737,6.637165557,6.858800313,7.226969346,5.706037404,6.925245305,6.743507005,7.26935326,6.359418575,6.738451895,7.125256371,6.41583153,7.09352312,7.118677752,6.453099767,6.406774619,6.950955845,6.867003969,6.054149186,8.081929071,7.566784364,6.575888896,6.948468799,6.653699525,5.388890771,6.895507742,6.115048492,6.159779213,6.234098796,7.397141912,6.351606119,6.802618271,7.486150171,6.590825785,6.791024263,6.51144714,6.853826492,7.037922481,7.042704883,6.105554078,6.670950879,6.704829749,6.783139448,6.289392571,7.083235613,6.580867199,6.413165712,6.543127225,6.582052878,7.345432323,6.924446322,6.818623056,7.951024372,6.844424563,7.129791618,6.570237754,6.786918834,6.961537817,6.963306892,6.280130582,5.533736649,7.006530651,6.354743087,6.050759545,6.179028546,6.603711431,6.549464311,6.426299789,6.605350167,6.256559048,6.350506644,7.423479631,6.546426777,6.423926886
677794_at,4.866514995,5.203344617,2.944230665,3.548201554,4.852417021,3.159520989,4.632228879,4.264364483,5.078685287,4.537195751,4.463883311,3.88281738,4.9214038,3.462720788,4.701113526,4.473706096,5.095376138,4.46260452,4.014010063,4.220880843,3.308576184,3.974220154,3.626987012,4.122184411,3.845039842,3.90973858,4.53892982,3.096569439,4.468982401,3.180274696,3.651149606,3.352461218,4.043686381,3.345128196,3.655139242,3.961033529,4.236222224,4.653088827,3.780673671,3.614747197,2.79282288,4.238661705,4.779028327,4.50693181,3.208501957,4.369058131,4.388479059,3.738170458,3.643627985,3.845840955,3.887368135,4.889716692,3.830418431,3.498568002,4.200720863,3.529125863,4.435076703,3.870891915,4.024669596,3.580383876,3.960974919,4.502139048,3.975201547,4.043003477,4.763376001,3.535473455,4.206582367,3.14066118,3.98560517,2.823090762,3.05498264,3.30517254,4.277363395,3.306656142,4.461342053,3.349507392,4.749868126,3.654334542,3.526025212,5.200243305,4.423980877,4.9630205,3.269137835,3.311570463,3.081296032,4.194855787,2.999740679,3.9790433,4.599890596,3.255542962,3.955883632,3.107787465,3.672716426,2.901929207,4.960951287,4.13389989,3.379945406,3.829906323,5.296566562,3.094623416,3.479031628,4.405431212,2.449436933,4.168862417,4.435452354,3.419075359,4.738072692,3.588712869,3.026739482,4.446848005,4.584660813,2.819104307,3.870891915,3.169406107,3.492954371,3.370919089,3.447264278,3.717666482,3.874163703,3.690419956,3.521820481,3.946947816,3.990830243,3.967102892,2.960901622,4.011487185,4.411430136,3.559579393,4.023694099,3.76427107,3.570743957,3.787757377,4.231269953,3.503568962,3.746220382,3.639616596,4.132669821,3.944958634,3.796834651,4.288591727,3.612168983,3.715881744,3.369828206,4.080455634,3.768281498,3.915685862,3.857574528,3.829017713,3.556951914,4.201179574,4.565181809,3.762033273,3.610015885,3.910304275
6983_at,8.536497081,8.989978822,8.243006666,8.251514586,8.612797533,8.727318677,8.399813305,8.532489552,7.961213192,7.975316764,8.114215147,8.421110047,8.725358844,8.66517154,8.187733572,8.136819709,8.342454176,8.439207922,8.57612049,7.666966181,8.696594514,8.456845075,9.197675219,8.642831607,8.523080904,8.712288705,8.046019497,8.024367907,7.8924946,9.42149538,8.349305233,8.14751534,8.466970919,9.726230847,8.140286145,8.870333172,8.119811219,8.4838113,8.843145065,9.391559162,9.796336254,9.611684919,8.935562504,8.386205886,8.262979401,8.567982234,8.021270513,9.521579606,8.508192497,8.384754437,8.111307087,8.718240197,9.124431309,9.452095855,8.325453793,7.67313736,8.531402156,7.763705971,8.035185327,8.203458321,8.562038977,8.902388044,9.668370194,9.337370106,8.750945162,8.886111196,9.280462699,7.692511347,9.202585508,8.571633045,10.23942638,8.035682629,8.92321656,8.939549994,8.502184046,8.958602709,8.340366556,8.973545767,8.946487433,9.299548268,8.739797178,8.479223355,8.106290451,8.803615116,9.798916944,8.573516557,9.491837834,8.671863823,8.397461704,9.200939381,8.152360564,8.969715368,8.661268521,8.219785064,8.708589239,8.522350039,9.007479062,8.801386829,8.170314769,8.036033173,9.086331444,8.093079056,8.839095314,8.18411236,8.392164849,8.06996766,8.197432385,9.352685369,8.537629648,8.202356562,8.409100005,8.53022154,8.006567032,7.262630471,9.542596773,9.068039107,8.85883946,8.267920929,8.78935674,8.304796577,7.586639918,7.985205058,7.750330299,8.711926552,6.737106989,7.839776911,9.665625811,9.541528892,9.178785036,8.338473242,7.911535009,8.292604585,9.325089002,8.167167777,8.56291361,8.662995375,9.331324566,9.181248259,9.152594407,9.449672058,9.264948397,10.11269095,9.273033468,9.521127533,9.431663684,8.185437931,8.286550846,8.171613812,9.18369698,9.556537522,9.450377678,9.077434873,9.40727713,9.377415853
28521_at,7.619254696,7.750423753,7.511981364,7.656013794,7.006734903,7.225026758,7.599625237,7.647212313,7.08207511,6.982576044,7.437132885,7.240118794,7.669341431,8.085993332,7.553769571,7.371689421,7.39145363,7.333187727,7.516089301,7.190574564,7.614948643,7.252883047,7.269315612,7.835318508,7.464746924,7.554637381,6.95491999,7.088887033,7.713622803,7.427063692,6.993360506,7.052398143,7.09457551,7.914042789,7.113610967,7.421690795,7.331485129,8.405080817,8.101623599,7.789810671,7.965680232,7.921053271,7.117972141,7.079675581,7.625925083,7.412928246,7.521993702,7.558831275,7.64579016,7.393047123,7.554019547,7.422520572,7.270109294,7.480774486,7.544984287,6.848329233,7.315314127,7.279010992,7.415149963,7.169993692,7.396726313,7.61054995,7.935620887,7.773367218,7.737620586,7.592409855,7.551619968,7.511245968,7.343209913,6.903242104,8.636517074,7.107724323,8.048020641,8.260434193,7.84473814,7.485852934,7.226078223,7.295942285,7.83982556,8.325321412,7.366388432,7.722206383,7.191321481,7.295631424,8.09423657,7.174875467,7.367058891,7.391964024,7.430202249,7.145468137,7.505678805,7.95984635,7.118805115,7.201452881,7.201947573,7.269850692,7.616444309,8.287799116,7.761031171,7.351690874,7.665351503,6.303234908,7.251731773,7.389628603,7.87760456,6.860132735,7.061418307,7.706060489,7.253643102,7.302508103,7.347700557,8.269090232,7.762255866,8.040774506,7.134923677,8.000953537,7.376042419,7.387405586,6.015836071,7.499146028,7.322762608,7.430958553,7.311588678,8.605346352,7.030296895,7.423131089,8.974242382,8.745734797,7.704551692,6.731831618,7.250898527,7.352410191,6.509440597,6.690635797,9.006903854,8.753459865,7.814525195,6.908677849,7.640243598,7.808770498,8.430256032,9.017768021,7.023843756,7.984390084,7.613607736,6.83805861,6.411998494,6.366898033,7.936509431,8.517293891,8.758830781,7.386219706,8.164695455,8.118236255
28409_at,5.117789984,4.925687761,5.459739846,4.438289218,4.313065339,4.869783043,4.809359963,5.252763686,5.015363405,4.134863722,5.618909822,5.145925909,4.63693354,3.89811909,5.772541074,5.960809307,5.379860039,4.457166086,4.436416537,5.94213406,4.506135857,5.039614836,5.051760106,5.162344335,5.593943981,5.627025858,5.723730592,4.877449508,5.275511395,5.831718792,5.159610644,4.862700807,4.778112416,5.134956843,5.315107475,5.154396754,4.931711517,4.744371683,5.22427519,5.472479354,5.220554348,5.672214647,4.627787025,5.472180337,4.194010396,5.501067626,5.510881723,3.906439164,5.29339571,5.872422013,4.974787171,5.458909608,5.418702617,5.177678272,5.527456683,6.320675163,4.153801402,3.445740178,3.34650255,4.531481279,5.335037229,5.302895659,5.671569912,5.565963972,3.682914727,5.30615919,5.007671444,5.378357975,6.154634287,5.459544327,5.831901927,5.19311506,5.142850095,6.078817406,5.418143928,3.509574384,5.610488912,3.632728095,5.55355989,5.123626968,5.184930485,5.873577036,5.708868717,4.543850912,5.223605258,5.484048038,4.453005388,5.816898314,5.572946433,5.290787322,5.350744314,5.201123456,5.867665935,5.353150582,4.459953793,5.434351778,5.211166455,5.269347901,4.431534783,6.054122115,5.146459256,5.438755309,4.537742423,4.396436914,5.060310507,4.582024307,5.109728236,4.429622924,5.103677035,6.082334005,4.793620962,4.718884395,5.439862777,5.213046439,4.541700284,4.787936729,7.298135596,4.921153388,4.93115642,5.098813794,4.603255273,5.260000427,5.163451872,5.070008541,4.91069229,4.835854694,4.841290881,5.382773007,4.897751839,4.56155828,5.047337857,5.203967851,5.040245902,4.821336729,5.169294419,4.914053672,5.249224955,5.236376862,4.748625927,5.713973879,4.955348814,5.151321616,5.394711332,4.907681171,4.397997359,5.032463941,4.833369103,5.008198988,5.183382701,5.025270247,5.468827985,4.969423145,4.652107008,4.976108944
6283_at,10.39788284,10.57048977,10.19807475,9.995276707,10.29785194,10.15186053,9.871541365,9.754883991,10.16161704,10.01310583,10.17186032,10.20397007,10.22749397,9.779794174,10.45990741,9.693657256,10.14904181,10.08107896,11.09619565,9.719169161,10.21491875,10.12783684,9.791895575,10.13856586,10.4289066,10.48012117,10.01310583,10.27935309,10.59732051,10.17629154,10.57048977,10.85628487,10.29283529,10.11525735,10.23002905,10.43265769,10.14904181,10.44523291,10.32417579,10.67369166,10.06198522,9.974507171,10.02568106,9.766444065,10.50512981,9.817478064,10.67429077,10.55581527,10.16161704,10.26775473,9.898994998,9.920795287,10.4289066,10.25510962,10.21484852,10.26775473,10.90238723,10.17629154,10.7192306,9.858002192,10.29283529,9.68108203,10.2781608,10.36015717,10.6569179,10.07753167,9.524197271,10.19139485,9.532803028,10.4289066,10.0889844,10.37027816,9.976424067,10.40165688,9.616351801,10.54324005,10.02568106,10.49479566,10.36015717,9.779794174,10.49479566,9.943115729,10.19807475,10.50512981,10.35178048,10.6569179,10.50512981,9.807192314,9.44369846,9.620446334,10.54324005,10.45990741,10.76763185,10.03893404,10.25308023,10.79488157,9.957790225,10.10783704,10.44523291,9.509522775,9.229476021,9.920064549,10.16161704,10.48012117,10.09736108,10.57426933,10.12783684,9.82048604,10.54324005,10.08107896,10.22165237,10.41423211,10.39788284,9.96306552,10.32221106,9.896750343,10.00785664,9.063297065,10.42632989,9.921530068,10.35140302,10.52936006,10.69766102,10.23390026,9.695344025,9.885649482,10.30008526,9.962119158,10.30030322,10.17315785,10.56426699,9.957882672,10.3794198,10.26566261,10.38157478,11.07757041,11.15100466,11.17819319,11.04894435,9.169110536,9.768549097,10.1747019,9.982193436,10.25435351,10.83843173,10.53640045,10.0855935,10.62964864,9.211508368,10.28066905,10.54542312,9.341318131,9.631890919,10.48680606
5742_at,6.801980233,6.882567796,7.07737034,6.999910214,7.445183207,7.524489505,6.667433784,6.958384855,6.286065448,7.420919004,6.989744071,6.837401573,6.11645162,6.796296145,6.76324819,6.970107598,6.573982664,7.60513997,6.778658342,7.310924347,7.069106633,7.322815459,7.555741752,7.16905477,6.824425299,7.864343652,7.074811919,7.084753206,6.905090614,7.323942461,7.453262805,7.10855984,7.477470711,6.866601285,6.836847061,7.754408693,7.858709707,6.509989561,7.13930656,7.212111378,7.756635345,7.022686238,6.819113257,7.511705927,6.753849972,6.961248956,7.21085729,6.864206383,6.912877299,6.858721959,7.513301699,6.845304767,7.221033752,7.368961441,7.144454855,7.938095205,7.35999278,7.411755682,7.406175178,6.909304006,6.958055588,7.007080976,6.996753029,6.745683205,6.345345507,7.285578735,7.661543879,7.671663703,6.852426422,7.134430576,6.84766902,7.369308235,7.288900384,7.028525167,7.844115234,6.826712052,7.502322879,7.46865907,7.60349271,7.387900692,6.968628821,6.920352339,7.34981584,7.651543872,6.344932497,7.188879653,6.922752858,7.367019518,6.998628469,6.993739675,7.126392993,6.856354413,7.373683345,7.473914736,7.040460379,7.014203644,7.355287983,7.210498914,6.739160958,8.139419431,7.382839049,7.168709748,7.290098152,6.995168745,6.378178015,7.190120776,6.683672064,6.921094685,6.709757038,7.584851937,6.960219363,7.126817962,7.749708962,7.033039718,7.377463289,7.311532964,7.3001306,7.05437219,6.39603035,6.795241447,6.963582497,7.10068641,7.094668318,6.853113422,7.520203997,7.075407411,7.24816594,7.094199365,7.156158513,7.424982784,7.166894404,7.234249046,7.635968367,7.696776286,7.326727625,6.910009874,7.076833041,7.478709106,7.42951387,6.630741535,6.030436586,6.78251239,6.907744276,6.78094749,6.952870683,6.828795415,7.031409542,6.6276155,7.092351663,6.301725827,6.669142387,7.455617212,6.463625574,6.370186345
