,GSM1437802,GSM1437804,GSM1437806,GSM1437808,GSM1437812,GSM1437814,GSM1437816,GSM1437818,GSM1437820,GSM1437822,GSM1437824,GSM1437826,GSM1437828,GSM1437830,GSM1437833,GSM1437835,GSM1437837,GSM1437839,GSM1437841,GSM1437843,GSM1437847,GSM1437849,GSM1437851,GSM1437853,GSM1437855,GSM1437859,GSM1437863,GSM1437865,GSM1437867,GSM1437869,GSM1437871,GSM1437873,GSM1437875,GSM1437877,GSM1437882,GSM1437884,GSM1437890,GSM1437892,GSM1437896,GSM1437900,GSM1437902,GSM1437904,GSM1437906,GSM1437912,GSM1437914,GSM1437916,GSM1437918,GSM1437920,GSM1437923,GSM1437925,GSM1437929,GSM1437931,GSM1437933,GSM1437939,GSM1437941,GSM1437948,GSM1437950,GSM1437954,GSM1437956,GSM1437958,GSM1437962,GSM1437964,GSM1437966,GSM1437970,GSM1437972,GSM1437974,GSM1437976,GSM1437982,GSM1437984,GSM1437988,GSM1437990,GSM1437994,GSM1437996,GSM1437998,GSM1438000,GSM1438002,GSM1438004,GSM1438006,GSM1438008,GSM1438010,GSM1438012,GSM1438016,GSM1438018,GSM1438020,GSM1438024,GSM1438030,GSM1438034,GSM1438036,GSM1438038,GSM1438040,GSM1438044,GSM1438064,GSM1438066,GSM1438068,GSM1438070,GSM1438076,GSM1438080,GSM1438084,GSM1438086,GSM1438088,GSM1438090,GSM1438092,GSM1438094,GSM1438098,GSM1438100,GSM1438102,GSM1438104,GSM1438106,GSM1438110,GSM1438112,GSM1438114,GSM1438116,GSM1438118,Sample_5,Sample_10,Sample_11,Sample_14,Sample_20,Sample_25,Sample_26,Sample_29,Tarca_834_P9B09,Tarca_827_P9C08,Tarca_849_P8A11,Tarca_145_P2A07,Tarca_153_P2A08,Tarca_672_P7H12,Tarca_648_P7H09_2,Tarca_617_P7A06,Tarca_622_P7F06,Tarca_618_P7B06,Tarca_667_P7C12,Tarca_334_P4F06,Tarca_381_P4E12,Tarca_754_P8B11,Tarca_745_P08A10,Tarca_612_P7D05,Tarca_584_P7H01_2,Tarca_640_P7H08,Tarca_820_P9D07,Tarca_782_P9F02,Tarca_752_P8H10,Tarca_241_P3A07,Tarca_236_P3D06,Tarca_233_P3A06,Tarca_588_P7D02,Tarca_611_P7C05,Tarca_591_P7G02,Tarca_258_P3B09,Tarca_255_P3G08,Tarca_252_P3D08,Tarca_542_P6F08,Tarca_566_P6F11,Tarca_557_P6E10
692208_at,5.528383241,5.899134724,4.06652504,6.226946829,5.266044166,4.787582604,4.71203516,5.470162871,5.510117522,4.261810142,5.185639723,5.601626819,5.227297788,4.801109278,5.603648325,5.453221355,4.950786034,6.00974631,5.986684995,4.961974923,5.21342255,5.797617426,3.642848189,5.250069381,4.293232148,5.983526435,4.973771571,5.315318136,5.850560496,5.317340299,5.141653571,4.586014237,4.574901831,4.093750766,4.762303798,4.940056773,5.351884353,5.642457398,4.189372117,6.263172584,4.104840551,4.923915312,5.335488897,4.564019036,4.858527283,5.549740494,5.159476593,4.175237536,4.462586079,4.731645903,4.382388593,3.71379679,4.611269866,4.022949429,5.023595969,4.539154898,4.578033824,5.93016077,5.488238678,4.24267695,5.396633862,5.020590664,3.701780658,5.818584846,5.722544003,4.071788047,3.983663703,4.34757887,5.347541104,5.615513678,5.395196217,5.708019128,5.450587369,4.360243618,5.059907321,5.563860529,5.960369216,5.404071006,5.955904205,5.625988726,5.584378687,4.392431746,5.099288379,3.768687964,4.82093725,4.969243358,4.043566356,5.961123967,4.537490187,5.391075521,4.827185388,4.669504682,5.610530281,5.462061168,5.527370145,4.195191048,4.463853225,5.915100898,4.819649271,4.64804735,5.29733215,4.79399586,5.201115855,4.752296454,5.49081343,5.510332474,4.991455224,4.644605088,5.904227332,4.261902648,5.477943595,4.3896868,4.935818235,4.78057739,4.998124573,4.514770415,3.527268398,4.623130587,4.459812032,4.496927194,4.346535314,5.09808163,6.676760432,5.082808402,4.875732367,5.020566083,5.401304372,4.775444098,4.770186622,4.663892661,4.748984593,5.212396632,4.036115139,6.106614751,5.356811802,4.476574633,5.067396664,5.480896603,4.781492619,6.033745726,4.023432303,5.04708259,4.354286134,5.072104002,5.328687602,5.332470672,5.029043279,5.042171547,4.765652727,5.45353494,5.188646803,4.808814827,4.509474758,5.72360701
28712_at,7.663473111,8.119659577,7.6357575,7.590333505,6.899265476,6.927066075,7.011777098,7.509006213,7.711157434,7.34696707,6.870070303,7.555067342,8.035092852,7.729382177,7.421508586,7.206335496,8.057110371,7.522583046,6.94556403,7.330876646,7.685246178,7.907969974,7.590807284,7.694621122,7.333585113,7.633938548,7.645704595,7.864010683,7.82525612,7.552144565,7.224543298,7.423145922,7.704270376,7.909816226,8.284335339,7.746203147,7.612965854,7.604071215,7.969533869,7.294317591,7.670250698,7.637045922,8.478102808,7.033046041,7.576085331,7.964608342,7.45475193,7.003359682,7.184516096,7.330078178,7.982564911,7.965726833,7.88343946,7.826255714,7.675068185,7.09759565,7.408360733,7.76763558,7.392439475,8.149878402,7.789582254,8.023173003,7.655181858,8.014257341,7.937446327,7.942486744,7.821358695,7.508288879,7.619084655,7.78587998,7.720925806,7.330473573,7.687836673,7.217890327,7.590067421,6.805265415,7.46664971,6.781824,7.684719329,7.512082658,7.819270977,7.929501104,7.213083657,7.579847791,7.199231075,7.130627976,8.191014005,6.945887108,7.561344259,7.520095721,7.290330195,7.207627217,7.166689663,7.229120609,7.246609137,7.590331734,7.725863405,7.641790886,7.711649797,7.394476831,7.702626352,7.829361012,7.717682401,6.883369152,7.726813992,6.9909194,8.223986881,8.330235461,7.675829344,7.315591782,7.688326557,7.523044749,7.872806676,7.648340668,8.068541209,7.416001572,8.139448312,7.577489712,7.294420262,7.312484816,7.304047732,7.675427143,7.737587361,7.748827027,7.130873405,7.79814886,8.214257209,7.937566788,7.472628557,7.136183255,7.120618077,7.427925441,7.925020998,7.949398685,7.483477831,7.037478832,8.056913899,8.195503958,8.429570705,8.379964105,7.821934208,7.735708034,7.459915358,7.517014029,7.241962858,7.426137831,7.54878382,7.228224913,7.301381359,7.794071132,7.381168786,7.71364191,7.19858434,7.56216149
100422896_at,5.418479187,5.594527033,5.095496032,4.865858748,4.591712164,4.983812737,5.655000298,4.157849794,5.66685496,5.683588258,4.625678452,5.832406672,4.8199703,5.544283207,4.242567871,5.776825812,4.939374809,4.911501548,4.805235747,4.178681021,3.753133875,5.311441747,4.613120376,5.250956621,4.76845604,4.878999379,5.742504724,5.16389392,5.919022132,5.612374096,5.092536533,5.821838585,5.68382593,5.028149752,5.706832121,4.690074449,4.790209396,6.013183545,5.34063849,5.360249564,5.034483229,5.547925342,4.999987512,3.961542672,4.719880723,5.296818028,5.096253345,5.529225497,5.491774727,4.910606426,4.449931267,5.357153359,5.226630702,3.341992879,4.936750731,5.221943565,4.744982057,4.871939234,5.804938368,5.038274411,5.127940529,4.548395773,5.173363188,4.790565712,5.467591478,4.631792215,5.303471461,5.148230869,5.475714783,4.324208945,5.469243345,4.824831172,4.644104734,3.449782455,5.048200096,4.861322283,5.462125953,4.136057491,4.944539463,5.10757288,4.767169786,5.069615019,5.820389167,3.566646163,4.176022881,4.273109852,4.244168119,5.669513986,5.282707905,3.459910563,5.236760248,3.920431877,5.126065707,5.369902177,5.333835145,4.779617254,4.814951738,5.286177433,5.139927853,5.176833056,5.65325631,5.207363359,4.618256691,5.607655314,5.415822088,5.196208823,4.248095745,5.637952888,5.019050765,4.788314529,5.414746347,4.542437874,4.936434804,3.757588148,4.821891674,4.054699461,4.464442571,4.713936678,4.602832461,4.417641579,4.56931639,4.801807345,4.983174144,4.61960519,4.093213255,4.335062951,5.692492942,4.966654813,4.719210707,4.840334489,4.581287062,5.231093293,6.336162025,4.622312033,4.902233605,4.549132824,5.619431039,4.588059184,5.596736937,4.332881662,4.406557079,4.832571646,4.751478883,5.143717482,4.661455995,5.092778051,4.541671779,4.556510016,4.405072067,5.049651679,5.957932321,4.455438224,4.720255074,5.349161022
3119_at,8.905835378,7.792931794,7.343885106,7.826712249,8.727969121,7.195107552,7.570376703,7.590469379,8.347307224,7.493135881,8.608200057,7.153963839,7.289938897,8.738368542,7.923880307,7.991045657,7.908869647,8.470096059,7.967786278,7.850883568,7.786550745,8.257953737,8.012814701,8.323099916,7.907108083,7.544254965,9.059163126,7.847783074,8.25963394,7.154236626,7.955136862,7.70370481,8.365060541,8.076540756,6.940688652,7.818448239,8.113877236,7.740095372,8.466862259,7.580575421,6.956393387,7.604255563,7.395685636,7.791754316,7.5601418,8.192262324,8.591532296,7.094075697,8.048467445,7.194561808,7.892612941,7.558956228,7.990476248,7.501055691,8.527356493,7.243822085,7.951866217,7.494252042,7.375102368,8.39426608,7.464668438,7.082724725,8.457827423,7.925178909,8.000739277,7.5458509,7.10207808,7.415414417,7.78711165,7.392481602,8.577683615,7.859205758,8.168043258,7.56175361,8.208242926,7.440038903,7.478901903,7.845114175,8.399390503,9.299008195,7.965787461,8.556618126,8.314241897,7.50644286,7.840022113,7.278284659,8.078373011,7.987764972,7.454220728,8.392586854,8.785695992,7.606569564,7.716456699,6.736906902,8.298200841,8.092057765,8.361475057,7.661602636,8.318914949,7.596701375,8.298892914,8.128426811,7.909726766,7.50069234,9.01411868,7.899918083,7.586463841,7.125807574,7.752951104,7.751393653,7.972919259,7.356350267,8.199906216,8.133974478,9.029405984,8.97955138,7.028299201,8.564909928,7.205017349,7.443554459,7.252043177,6.990521297,6.871429233,6.728490146,7.291422637,7.425478594,7.776451438,8.063056968,8.191742843,7.522553624,7.500835338,7.240508203,7.393078765,7.724010714,6.694410715,6.788868443,8.746875952,8.572921398,8.508930534,7.424125561,7.433879662,8.430632442,8.951196111,9.012675685,9.050792258,8.86373646,8.750891226,8.819221131,6.571616152,6.311610361,6.427693341,7.101131738,7.0080557,7.106346843
441864_at,4.497291361,5.656037555,5.402789774,6.394244208,6.785801054,6.518997937,5.285695244,5.588962995,4.63793712,5.053830856,5.383694101,5.149945056,5.057092635,4.452245398,4.955803452,5.129953671,5.410136694,6.190771046,4.725914365,4.795160917,4.470758426,5.803332614,5.939600456,4.331726779,5.205947195,5.488730167,4.570623526,5.665847502,5.556778914,4.954776009,5.850733189,5.934694858,5.467790103,5.588745719,4.623655244,5.498482467,6.138348641,5.805886869,6.35305881,4.340760418,4.992435967,5.099671542,5.095807424,3.92188248,4.792519239,4.964898245,5.844172189,5.780436846,4.555921727,5.83270772,4.717727087,4.907087904,4.700072341,5.588793749,5.259389517,4.329131763,5.400806717,5.285273484,5.496438574,5.222142536,5.107888668,5.56533525,6.173430184,6.497916398,5.173637178,5.117537707,4.985677089,5.784736239,4.30971104,6.021253029,5.371587699,5.778859442,5.08378202,5.236507042,5.076523696,5.546580499,5.286302073,6.627784076,5.268815229,5.061071934,4.418649328,6.586725106,5.94753934,4.400003356,4.918351242,7.694394364,7.499175987,5.321615098,4.86272449,5.05852828,5.019958589,6.834189269,6.38013883,4.015233721,5.157583389,4.814132481,5.085810322,4.92972252,5.169015465,6.316892277,5.18057353,5.49186452,5.088196439,7.226328943,5.159143931,6.31297991,5.343801719,4.587391906,4.73254772,4.108106887,4.714994388,6.204440058,4.251197215,5.562711383,5.300905418,5.293967387,5.476444742,5.095006495,5.454333618,5.601970569,4.859983063,5.137577798,4.898093705,5.053421959,6.583310837,6.149111087,4.901391666,4.783467959,5.149231191,5.39209502,5.381553058,5.179909805,5.375165367,5.52220179,5.681316261,5.916911184,4.897796014,4.707183293,4.847780059,4.90929343,4.980871923,5.401410083,4.885191748,4.747373323,4.720786643,4.861225979,5.32995193,5.252677607,5.512095756,5.703095948,6.004785775,5.700976746,5.14352161,5.492884352
28720_at,12.80802531,12.75611599,12.12352789,12.39661408,11.42879911,12.17488745,12.51747056,12.18777006,12.1992124,12.22603598,12.13475929,12.711094,12.84905723,12.72336466,12.13920363,12.19088425,13.21499521,12.02050547,11.64677157,11.82882259,12.19266827,12.81292351,12.12352789,12.22648984,12.08455188,12.02050547,12.71287802,12.91062822,12.18244597,11.75221786,12.09232853,12.50954936,12.49267178,12.41340339,12.79589722,12.29685799,11.90391097,12.16627095,12.54656095,12.21669343,12.07229027,12.1992124,13.09725807,11.80317906,12.34508085,12.94826434,12.30600411,11.52080606,12.04961253,12.32973595,12.65250875,12.92875046,12.66385909,11.98699345,12.60395697,11.69243413,12.27438686,12.35060286,11.65659089,13.12536595,12.3199395,12.62662916,12.16627095,12.97418623,12.70797982,12.375988,12.86544694,12.32483771,12.44646061,12.41340339,12.53445954,12.55435933,11.92364344,11.52259008,11.88232286,11.38812557,11.98475556,11.07508576,12.15279364,12.02480218,12.62173096,12.41651758,11.75221786,12.34508085,12.42825374,11.50924968,12.08173604,11.28853726,12.45135881,11.38683763,11.97251696,11.48858515,11.46059826,12.13664108,11.64010644,12.3011059,12.52998377,12.55925754,12.62484514,11.88232286,12.38656796,12.48678598,12.24994337,11.35683855,12.85129512,12.04428408,12.46341955,12.15279364,12.04383021,11.91538891,12.32441528,12.12664207,12.63544151,12.3333656,12.58511119,12.59079568,12.32718169,12.49832386,12.5291586,12.06431945,11.49017578,12.51743636,12.39146594,12.46557596,11.8876414,12.42516028,12.90743987,12.60010969,12.37559305,12.09660071,11.51274713,12.41991785,12.66863092,12.26041631,11.53164293,11.44391861,12.58687683,12.31445082,12.48694968,12.68021571,12.82636817,12.54732521,12.39800909,12.22853821,12.00433469,11.94459238,12.08798207,11.86407265,12.35877962,11.97433395,12.02821888,12.59447627,12.78853493,12.60944332
28904_at,5.071272264,4.568350236,3.521178331,3.524535492,2.660502824,4.023744782,4.760637991,3.81701711,5.19184561,3.936173145,4.764875729,4.306419098,4.470276888,4.745938915,5.430835431,5.259230321,5.290638817,4.901429111,5.486620404,5.80133156,4.837417586,4.756426711,4.399654225,4.196630376,4.107245371,5.432540838,3.939310629,5.428861751,5.383266926,3.573009285,4.847813322,3.171038605,4.616556836,3.714892968,4.470275952,4.502701637,4.220714406,4.321035118,4.754133042,5.038870526,4.65488553,4.996056706,4.013638116,4.339569465,4.834745569,5.196402437,5.766510266,4.633779716,5.210774681,5.944349743,4.240512805,5.373461789,5.182444338,5.448047826,5.222864079,4.52877618,5.051203491,3.606329521,3.989008432,4.903270952,3.894674051,5.5357616,4.790083377,4.621248113,4.379194123,3.402057664,3.833136654,3.570907517,4.84761604,3.917174568,5.727525581,4.707589666,4.42304796,5.389237699,5.119912868,3.415271738,4.633779716,3.578465308,4.72054261,5.373859733,4.821755849,5.669852918,4.809129755,5.077431735,4.748883852,5.270450966,4.583024212,4.265593994,4.726300695,4.727459616,5.187541006,3.809434919,4.572187405,5.029060875,4.383719882,3.920698247,3.232179425,4.866578796,4.630331797,4.094786563,4.680538523,5.317445103,3.75201517,4.982314125,4.810274522,4.580301665,6.088008688,4.037477426,4.900453059,5.416960748,3.307570285,3.945354507,4.158474854,4.579603741,3.897703815,4.625409314,4.04047733,4.727891638,4.301164259,4.618336359,4.698670841,5.301315918,5.392601632,4.497650295,4.886833322,4.779150088,4.965286644,4.703451249,5.442830843,4.004429016,4.258111462,4.437689924,4.152962407,4.791309088,4.87259342,4.801603584,5.0280002,4.348414603,4.799631045,4.435699669,4.344399617,4.553248504,4.513795774,4.762327348,5.138306517,4.723918891,5.128084031,4.456831614,4.181298862,4.756756121,4.631840909,4.580196834,4.438939742,4.359074864
107986182_at,3.164530917,4.286497084,3.974956608,3.939795858,3.165140635,3.600231225,3.710316877,3.044882806,3.325483174,3.440981579,3.618666712,3.390170582,4.263680722,4.46670475,4.091137285,4.350309435,3.580182055,3.547019726,3.65572509,3.059235062,3.025210346,3.365865791,3.549944707,2.975994199,3.739601636,3.321555741,4.180427558,4.207267862,2.977477889,3.441707578,3.236979657,3.426124733,4.233455766,3.310770408,3.765277788,3.696540378,3.641461594,3.015083431,4.045026961,3.390367568,2.990651338,3.608597101,3.403223036,3.3168926,3.342071802,4.352181773,3.744893275,2.937775221,3.505539857,4.13382146,3.751723329,3.508580069,2.835274677,3.875428587,3.537235746,4.568115534,3.744063653,3.697857048,3.450877381,3.255731164,3.551364927,3.22548866,4.330432108,4.707929803,3.118132971,4.239049767,3.640523004,4.46196951,2.869154659,4.043301219,4.475083165,3.546182984,3.885885477,3.691923861,3.705072766,3.83428321,3.779695549,3.71116112,4.117828148,3.184540077,4.401291516,3.392978442,3.322621498,3.098217093,3.872896999,3.835980842,3.406537376,3.298652028,3.137626672,3.575846663,3.725597015,4.267716038,3.480815215,3.627566539,4.195760359,3.373440644,3.358641614,4.083481921,4.480965442,3.828749155,4.699008648,4.49450228,3.296639264,4.262395525,3.929462092,4.069304628,3.309339425,3.721765648,3.751702569,4.24388541,3.846421528,4.00312548,4.232821384,3.469073762,3.666112562,3.626097668,4.275237387,3.496881678,3.460777796,3.385480503,4.046508965,3.695525185,3.258110599,3.8703683,4.010751968,3.866639388,3.309429657,3.461370516,3.993368512,3.774757209,3.338377361,3.957399294,3.603758491,4.107955445,3.091794663,4.054241656,3.963517419,3.66618503,3.203625658,3.541258872,3.332373153,3.379513318,3.742175932,3.86882095,3.462829672,3.79712155,4.060944179,3.596845552,3.708503912,4.324250595,3.565945455,4.041967954,3.417165243,3.355478135
100616152_at,3.458729022,4.100306504,3.990846854,4.602304067,4.203425815,4.835311307,3.697112939,5.187511921,3.629123211,4.414258378,3.728154802,3.945866039,4.852410044,3.639039994,4.077192448,4.219181863,3.587875117,4.035845379,4.218125814,4.872581155,4.019810059,4.02345608,3.719619012,3.995083318,3.376579258,3.986967437,5.39410387,4.931407908,4.359124466,3.800507971,5.279200045,3.507933871,3.866536614,4.045226993,3.70948999,3.749044593,3.792176582,5.071315939,4.938840881,5.15924281,3.916298386,4.164975982,5.018523966,4.221630628,4.001992322,4.425818445,5.436690069,4.443931056,3.873678471,3.908172856,3.981221142,4.212063362,3.593107133,4.01982044,5.336344961,4.893956648,4.967482541,3.952343856,5.327275012,4.185826962,5.356482074,4.044715839,4.941070889,3.705557649,4.357428589,3.774545129,3.932676744,3.683614607,3.708920606,4.549276827,4.167320539,3.901087275,3.921809663,5.105189662,4.500664187,5.327912621,4.210217523,4.327376353,4.637748619,4.333803879,3.762859835,4.229922003,3.878917568,3.573580844,5.211798976,4.162896784,3.701096245,5.294006928,3.939323072,4.153916688,3.958108617,3.776698717,4.680413359,4.848294653,3.939455542,5.078438691,3.807089512,3.801255599,3.670469639,4.902309038,3.96648154,5.464205229,3.912865638,4.481203523,3.666448811,5.4860838,3.302109003,3.563669659,4.391104753,4.765124502,3.771864056,4.595000409,4.095664229,4.038098391,3.692240778,3.699788703,4.128051714,3.763009677,5.179235118,4.721365033,3.867428018,3.259515294,3.661712948,3.980426736,4.579091737,4.520683513,5.882898037,4.676481787,4.500942783,4.041768085,4.176620677,4.642819604,5.84373126,5.450811465,5.694665931,5.221243187,3.610332441,3.650509029,3.814356782,4.589365841,4.43228584,4.660028547,3.748802794,3.586203497,3.501641894,3.724997623,3.859545114,3.471782191,4.324511392,4.168596677,4.608999906,4.435857458,4.531164497,4.543520362
105374653_at,3.635003968,3.635185518,3.771900798,2.753970767,3.093063572,3.133287808,3.054879559,3.729511654,3.891845954,2.572305908,4.38783278,4.377365072,4.077868814,3.816583225,3.347234711,2.88272009,4.025799093,2.920123452,3.974125957,3.971638759,3.688422685,3.247818778,3.193762946,2.72447226,4.777083794,3.060419676,3.015603798,3.496471981,3.957597814,2.996399793,2.627319539,3.346523102,2.911079151,2.690494284,2.922399261,4.112214247,4.146938402,3.201101428,2.865327456,3.224985142,2.835125032,4.600184145,3.510334709,3.740070418,4.098260398,2.692132201,3.892886184,3.443077543,3.063505102,3.957027187,2.84688758,3.145883252,3.185045415,2.774302155,2.813689375,2.91029196,2.924040743,4.142912676,4.357970303,4.001200005,2.734469739,3.502310771,2.8767543,2.495813547,3.105669598,3.01385854,3.318036865,3.382338482,4.194867105,4.073784197,3.131921473,3.023114438,4.113775635,2.892994183,5.296367826,3.518074634,2.726618738,2.482079359,2.992265611,2.876779989,2.533162978,3.175805509,3.913744702,2.501431476,2.920916101,3.20002277,3.55087264,2.783300922,3.452130533,4.149173861,2.868828933,3.617832661,4.631710624,4.666925711,3.221729234,3.10439044,2.643081144,3.284894484,2.576531653,3.097446486,3.660117489,2.730561591,3.827435977,3.401138541,3.240552329,2.883378642,3.721841036,3.238720456,4.205062883,4.248080519,3.024164363,3.318272762,4.535737559,3.430528384,3.123423736,3.525849852,4.414413406,3.174011316,3.761336889,3.809636887,3.396808717,3.148919166,3.031237946,3.712478253,4.090838881,3.092463419,3.287204913,3.277766712,3.558707967,3.338905729,3.458971368,3.40679799,3.00596815,3.20177345,3.288131592,3.734260141,3.04008767,3.083034824,3.07825264,3.099910185,3.212259862,3.445488815,3.106148445,3.68541734,3.3856156,3.406390743,3.13873963,3.549454973,4.154817543,3.224312759,2.865771151,3.228263033,3.30200648,3.293897246
938_at,5.236109761,5.297141618,4.913255706,5.994571661,5.777618229,6.638967082,5.565643382,5.683516139,4.68433567,3.77546547,5.225893877,5.095581832,5.057231928,5.006698664,4.755822388,4.998119215,5.307972855,6.269842372,4.881519089,5.220316329,4.922681161,5.361132295,5.616861824,4.1700212,5.451859707,5.49887961,4.113263591,5.133720239,5.577776986,5.214036583,5.866958107,5.738688203,5.161972356,5.128077212,5.132392211,5.107973326,5.422273538,5.721162025,5.891863955,4.784409214,5.274232233,5.317547931,4.875303758,4.011560321,5.196383984,5.134089499,5.804586446,5.690997421,5.111385601,6.099180308,4.237120804,4.860919532,4.988705181,5.125520548,4.961253159,5.129166417,5.023622023,4.944542088,5.55690713,5.359864939,5.002728364,5.183329054,5.899777428,6.45725396,5.123341444,4.718033833,4.639565725,5.276846424,4.858126421,5.733568283,5.221501194,6.172508716,4.62503923,5.293415905,4.470646306,5.577292108,5.009318499,6.410923659,5.288417211,5.120674565,4.712567025,5.842691079,6.031516329,4.236232861,4.983092753,6.908902507,7.523414144,5.121894548,4.823134139,4.774957616,5.45630702,5.552691413,5.933582218,5.05467761,5.019867599,4.881628832,4.854938878,4.686435443,5.32351397,6.173570091,5.526267454,5.407667785,4.921409357,6.924176056,4.965246587,6.271716174,5.70027061,4.572096915,5.276378641,4.335053772,4.907237136,6.100904321,4.496902198,5.402164708,5.28274575,5.438867465,5.512715849,4.97576739,4.846355769,5.001118096,4.921229624,5.562674416,4.79320448,5.142213982,4.795261353,4.955443169,4.936663384,5.510562638,5.225996922,5.573072709,5.150391728,5.543499853,4.884557271,4.523057509,5.744587818,5.27175819,4.506068785,5.379033374,5.031266959,4.884797189,5.076922469,4.814901985,5.09799967,4.777458607,4.646185861,4.997951583,4.171951167,4.876019461,5.219381728,5.796608878,6.290208443,5.538583132,5.407315012,5.747916513
8876_at,8.052628519,7.938129373,7.639400263,8.602984615,8.406794259,8.262973033,7.952895256,7.01012785,8.178863564,7.600885798,7.416278299,8.827587072,6.848894409,7.35649148,7.305636716,7.430597301,7.732146665,7.668252426,8.210043186,6.678153856,7.613016511,8.035513518,7.865354211,8.143025612,7.760740765,8.272510539,8.291018264,7.432815086,8.333034718,7.822361317,7.343163808,7.80446992,7.869258173,8.080493825,6.323313483,8.492574928,7.724479266,6.867622305,7.548513853,7.637437522,7.715776993,7.799054321,6.794164068,7.530174151,7.917116982,6.766843678,7.314715116,7.469209722,8.292671043,7.807400341,7.793891517,7.251084154,7.607048745,7.631474352,7.728479036,7.80523075,8.82845301,7.402739784,7.833000076,7.277038601,7.53343108,6.883974147,8.300538903,6.947833723,7.379770588,7.17672137,7.749265214,8.181476366,7.573481748,7.976427171,7.174040204,7.212071362,6.728812648,8.485916066,7.410339534,9.162879386,6.997706437,7.649309278,7.12176429,7.252275183,7.470550954,8.230950979,7.773729165,7.280159466,7.101833029,7.817894828,7.831469913,7.037296353,8.110781149,6.581407572,8.035513518,7.332504179,6.96424314,7.259534249,7.185381354,7.99912723,7.791174031,7.673120543,7.001193725,6.968580608,7.474901357,7.34331936,8.752525671,7.61741691,8.473064971,7.220139254,7.44135425,7.313627073,8.114662249,8.331908268,7.448779986,7.554849264,7.659427101,7.136209628,7.901073332,7.684996799,6.532531952,6.95196185,8.303450231,7.973106136,7.54747023,7.546596845,7.733105142,7.562602796,7.02319537,7.757769627,7.077040386,6.946168762,6.967793931,7.948166053,8.114416043,8.165974116,7.68063966,7.171662494,7.964719191,8.057271342,7.291945918,7.31233562,7.114863437,6.597482061,6.737460114,7.646762871,7.453863725,7.431613906,7.598204515,8.207965877,7.769867909,8.102234061,7.213014221,8.227279234,8.402426465,7.258135516,7.54626899,8.133472055
6374_at,5.789903797,5.825316066,6.076098088,6.036373068,6.751582091,7.283587691,5.897997084,5.375823334,5.488179572,6.711891027,6.001905579,5.835427157,5.404357253,6.0989077,6.064375912,6.335089514,5.898643492,6.199429377,6.263505484,6.618316565,6.059340325,6.52754713,6.203749969,6.765333509,6.238082069,6.532764027,6.041462967,5.712100993,5.96945694,5.929730117,6.486867702,6.126576382,6.195240115,5.966763476,6.045359964,7.490539366,6.88074619,5.4719462,5.932967452,6.490653188,6.29017961,5.935438295,5.618377008,6.403345722,5.860327821,5.971033015,6.115939735,6.153615909,5.774659379,6.033792266,6.803550741,6.154345168,5.828679403,6.713563657,6.381317039,6.492486778,6.28444744,6.027459407,6.014084199,6.611767548,6.725488933,6.043543946,6.193745225,5.907153402,5.645873379,6.468357703,6.370743227,7.162438145,5.576775991,6.873793765,6.491137167,6.195026196,6.88099082,5.844350446,6.604461168,5.935025809,5.933740505,6.66787647,6.45460903,5.962939186,6.282660663,6.246215679,6.077617402,6.534488186,5.363618006,6.419278093,5.736357549,6.496459621,5.680083881,6.148557422,6.138253816,6.313320068,6.602336065,6.077362256,6.076953851,5.618854554,5.754375747,6.266687378,5.739909936,6.274984907,6.112338401,6.261140303,6.237204812,6.709823153,5.276927211,6.068166833,5.422229014,5.92820563,5.708865035,6.208169374,6.930986072,5.890352445,6.569160516,5.784037856,6.96529524,7.226953383,6.198085151,5.952646331,5.659900446,6.185389213,5.623361733,5.634824166,5.556050817,5.64608659,6.00649097,6.246213471,6.227339335,6.073791872,5.891835329,6.346588711,6.175974348,6.199138736,7.124101954,6.520226709,5.907622703,5.722078676,6.800656946,7.123832436,7.068435108,6.405867387,5.821339747,6.336415564,5.875277217,5.863999288,6.008057633,5.993763414,5.953269882,5.777945733,5.351427007,5.364811356,5.438418798,6.204467594,5.84916994,5.512175944
